,index,Pearson correlation,Gene,Slide,Method
4646,SCGB3A1,0.0122359090560082,SCGB3A1,block1,HisToGene
4647,PSMG4,0.3226135430242982,PSMG4,block1,HisToGene
4648,ECI2,0.3169892917803544,ECI2,block1,HisToGene
4649,MCUR1,0.3241370100064206,MCUR1,block1,HisToGene
4650,HIST1H2BD,0.3462628420377852,HIST1H2BD,block1,HisToGene
4651,HLA-F,0.0914417534849972,HLA-F,block1,HisToGene
4652,ZNRD1,0.2673026462329888,ZNRD1,block1,HisToGene
4653,HSPA1A,0.3580630108132681,HSPA1A,block1,HisToGene
4654,HLA-DRB5,-0.0405746193548571,HLA-DRB5,block1,HisToGene
4655,HLA-DQA1,0.1150817724386718,HLA-DQA1,block1,HisToGene
4656,TAP1,0.2693035903138988,TAP1,block1,HisToGene
4657,PSMB9,0.273479102365516,PSMB9,block1,HisToGene
4658,HLA-DPA1,0.0113067079846335,HLA-DPA1,block1,HisToGene
4659,VPS52,0.3151583165938282,VPS52,block1,HisToGene
4660,MDFI,0.0334762100608559,MDFI,block1,HisToGene
4661,PTK7,-0.0346517198555413,PTK7,block1,HisToGene
4662,TFAP2B,-0.0036029234779959,TFAP2B,block1,HisToGene
4663,COL12A1,0.065470642257949,COL12A1,block1,HisToGene
4664,MYO6,0.3607252606619568,MYO6,block1,HisToGene
4665,SYNCRIP,0.2718477485893857,SYNCRIP,block1,HisToGene
4666,RARS2,0.1422673971642951,RARS2,block1,HisToGene
4667,CD24,0.2907656027420172,CD24,block1,HisToGene
4668,GTF3C6,0.0935476749496086,GTF3C6,block1,HisToGene
4669,HDAC2,0.2953565951621309,HDAC2,block1,HisToGene
4670,COL10A1,0.0025550458614873,COL10A1,block1,HisToGene
4671,MAN1A1,0.0260765977315367,MAN1A1,block1,HisToGene
4672,HSF2,0.0596787713989037,HSF2,block1,HisToGene
4673,SERINC1,0.3012934020518416,SERINC1,block1,HisToGene
4674,SMPDL3A,0.111738756855752,SMPDL3A,block1,HisToGene
4675,HDDC2,0.3186991725742487,HDDC2,block1,HisToGene
4676,CENPW,0.2437160624475795,CENPW,block1,HisToGene
4677,PTPRK,0.2051164006202954,PTPRK,block1,HisToGene
4678,MED23,0.2494291677481689,MED23,block1,HisToGene
4679,ENPP1,0.2180063575765602,ENPP1,block1,HisToGene
4680,STX7,-0.115563806428687,STX7,block1,HisToGene
4681,SLC18B1,0.0804651984633623,SLC18B1,block1,HisToGene
4682,MAP7,0.2825094477428843,MAP7,block1,HisToGene
4683,ARFGEF3,0.2944288592111812,ARFGEF3,block1,HisToGene
4684,HEBP2,0.3509607700545241,HEBP2,block1,HisToGene
4685,REPS1,0.1503574352225158,REPS1,block1,HisToGene
4686,HECA,-0.1334478258572405,HECA,block1,HisToGene
4687,CITED2,0.2650502057719988,CITED2,block1,HisToGene
4688,VTA1,0.2780529486835896,VTA1,block1,HisToGene
4689,ADGRG6,0.0811193630630196,ADGRG6,block1,HisToGene
4690,HIVEP2,0.0274319121722794,HIVEP2,block1,HisToGene
4691,AIG1,0.2932530917879543,AIG1,block1,HisToGene
4692,PEX3,0.1755268728560493,PEX3,block1,HisToGene
4693,FUCA2,0.3040003691628796,FUCA2,block1,HisToGene
4694,LTV1,0.156298911067978,LTV1,block1,HisToGene
4695,SF3B5,0.2990284655300149,SF3B5,block1,HisToGene
4696,SASH1,0.2015655020811224,SASH1,block1,HisToGene
4697,MTHFD1L,0.1327756595056892,MTHFD1L,block1,HisToGene
4698,FNDC1,-0.0010864947008087,FNDC1,block1,HisToGene
4699,PDCD2,0.2891130744797046,PDCD2,block1,HisToGene
4700,LFNG,0.1672753027800374,LFNG,block1,HisToGene
4701,GLCCI1,0.2075955240588296,GLCCI1,block1,HisToGene
4702,PHF14,0.1936413095697191,PHF14,block1,HisToGene
4703,TSPAN13,0.4373398492985538,TSPAN13,block1,HisToGene
4704,AGR2,0.3457309574405366,AGR2,block1,HisToGene
4705,GPNMB,0.0493909613889209,GPNMB,block1,HisToGene
4706,TRIL,0.1519812546711285,TRIL,block1,HisToGene
4707,SFRP4,0.2211050748906521,SFRP4,block1,HisToGene
4708,H2AFV,0.3832185075777323,H2AFV,block1,HisToGene
4709,UPP1,0.0209592893010091,UPP1,block1,HisToGene
4710,BAZ1B,0.0857649946512586,BAZ1B,block1,HisToGene
4711,CD36,-0.0016295338350557,CD36,block1,HisToGene
4712,SEMA3C,0.2737902027201472,SEMA3C,block1,HisToGene
4713,COL1A2,0.3144063895024215,COL1A2,block1,HisToGene
4714,TRIP6,0.0624220953520596,TRIP6,block1,HisToGene
4715,ACHE,-0.001802251578173,ACHE,block1,HisToGene
4716,SERPINE1,0.0226906304412925,SERPINE1,block1,HisToGene
4717,NUP205,0.045233134242657,NUP205,block1,HisToGene
4718,PARP12,0.2494666558503803,PARP12,block1,HisToGene
4719,SSBP1,0.3369764843909956,SSBP1,block1,HisToGene
4720,TRBC2,0.1295272081127778,TRBC2,block1,HisToGene
4721,PIP,0.1946180082554594,PIP,block1,HisToGene
4722,CNTNAP2,0.1849236063133157,CNTNAP2,block1,HisToGene
4723,EZH2,0.2345393243709178,EZH2,block1,HisToGene
4724,NUB1,0.2681055748378748,NUB1,block1,HisToGene
4725,PCM1,0.1965727630983832,PCM1,block1,HisToGene
4726,KIF13B,0.2190368737069381,KIF13B,block1,HisToGene
4727,ERLIN2,0.2927275909677643,ERLIN2,block1,HisToGene
4728,BRF2,0.3181077902072272,BRF2,block1,HisToGene
4729,ADGRA2,0.0299645043077658,ADGRA2,block1,HisToGene
4730,RAB11FIP1,0.1762447908484693,RAB11FIP1,block1,HisToGene
4731,EIF4EBP1,0.2187536911772376,EIF4EBP1,block1,HisToGene
4732,ASH2L,0.2753441630482915,ASH2L,block1,HisToGene
4733,LSM1,0.3526854592122125,LSM1,block1,HisToGene
4734,PLPP5,0.3148890923204652,PLPP5,block1,HisToGene
4735,DDHD2,0.3003861047828517,DDHD2,block1,HisToGene
4736,FGFR1,0.3136267377933184,FGFR1,block1,HisToGene
4737,TM2D2,0.2613414427815352,TM2D2,block1,HisToGene
4738,HOOK3,-0.0010604938955934,HOOK3,block1,HisToGene
4739,CEBPD,-0.1554446444770879,CEBPD,block1,HisToGene
4740,ATP6V1H,0.3388364065619493,ATP6V1H,block1,HisToGene
4741,GGH,0.3018523612599292,GGH,block1,HisToGene
4742,RDH10,-0.1417345075813802,RDH10,block1,HisToGene
4743,E2F5,0.254783983496222,E2F5,block1,HisToGene
4744,WWP1,0.3398944335553761,WWP1,block1,HisToGene
4745,RMDN1,0.2750965389487832,RMDN1,block1,HisToGene
4746,CPNE3,0.3247435617868347,CPNE3,block1,HisToGene
4747,INTS8,0.357937884904378,INTS8,block1,HisToGene
4748,TSPYL5,0.2960934638528792,TSPYL5,block1,HisToGene
4749,EIF3E,0.31305807892345,EIF3E,block1,HisToGene
4750,ENY2,0.3959967823408772,ENY2,block1,HisToGene
4751,TRPS1,0.3339070920507974,TRPS1,block1,HisToGene
4752,RAD21,0.3657800037359577,RAD21,block1,HisToGene
4753,ATAD2,0.3751241880497988,ATAD2,block1,HisToGene
4754,FBXO32,0.3071181561384649,FBXO32,block1,HisToGene
4755,TATDN1,0.3127515556269044,TATDN1,block1,HisToGene
4756,NSMCE2,0.3753844329770205,NSMCE2,block1,HisToGene
4757,ASAP1,0.2808471713076116,ASAP1,block1,HisToGene
4758,NDRG1,0.2378285369440032,NDRG1,block1,HisToGene
4759,PSCA,0.1811709440123912,PSCA,block1,HisToGene
4760,GLI4,0.3004351782177958,GLI4,block1,HisToGene
4761,TOP1MT,0.1737827056817781,TOP1MT,block1,HisToGene
4762,EPPK1,0.0489472576863418,EPPK1,block1,HisToGene
4763,OPLAH,0.2681436899491045,OPLAH,block1,HisToGene
4764,SLC39A4,0.328490403636622,SLC39A4,block1,HisToGene
4765,LRRC24,0.0459474865378183,LRRC24,block1,HisToGene
4766,VLDLR,-0.0290151578983023,VLDLR,block1,HisToGene
4767,PLGRKT,0.321361573922365,PLGRKT,block1,HisToGene
4768,NDUFB6,0.3922136729566208,NDUFB6,block1,HisToGene
4769,CCL19,0.2310616455843655,CCL19,block1,HisToGene
4770,CCL21,0.2064475138674006,CCL21,block1,HisToGene
4771,DCAF10,0.2978631047107326,DCAF10,block1,HisToGene
4772,GCNT1,0.1724312247172062,GCNT1,block1,HisToGene
4773,TLE1,0.2661615927533468,TLE1,block1,HisToGene
4774,SPIN1,0.1069732237742435,SPIN1,block1,HisToGene
4775,ASPN,0.0446615722072482,ASPN,block1,HisToGene
4776,WNK2,0.0894372150256662,WNK2,block1,HisToGene
4777,FBP1,0.3333165481253371,FBP1,block1,HisToGene
4778,TGFBR1,0.2167709872029031,TGFBR1,block1,HisToGene
4779,ERP44,0.0657783482752882,ERP44,block1,HisToGene
4780,TEX10,0.2000635223468166,TEX10,block1,HisToGene
4781,TNC,-0.0233172494796647,TNC,block1,HisToGene
4782,PSMD5,0.2495622678091207,PSMD5,block1,HisToGene
4783,PHF19,0.1059406823701987,PHF19,block1,HisToGene
4784,STOM,0.2465208990742403,STOM,block1,HisToGene
4785,PRRX2,0.1609053345071774,PRRX2,block1,HisToGene
4786,NUP214,0.2391914192668242,NUP214,block1,HisToGene
4787,PTGDS,0.0735941850801892,PTGDS,block1,HisToGene
4788,OFD1,0.2010002348466251,OFD1,block1,HisToGene
4789,SMS,0.3904160547791899,SMS,block1,HisToGene
4790,CYBB,0.0052769892998255,CYBB,block1,HisToGene
4791,ITM2A,0.0580739232369992,ITM2A,block1,HisToGene
4792,SH3BGRL,0.126738575158384,SH3BGRL,block1,HisToGene
4793,BEX3,0.372105254955123,BEX3,block1,HisToGene
4794,PHF6,0.2908390311241552,PHF6,block1,HisToGene
4795,ISG15,0.1521248625104361,ISG15,block2,HisToGene
4796,PLA2G2D,0.0637055424362895,PLA2G2D,block2,HisToGene
4797,CAMK2N1,0.237828060849397,CAMK2N1,block2,HisToGene
4798,USP48,0.1431072591035522,USP48,block2,HisToGene
4799,TCEA3,0.2845289170075938,TCEA3,block2,HisToGene
4800,PNRC2,0.2454447607550453,PNRC2,block2,HisToGene
4801,LDLRAP1,0.1594277312003863,LDLRAP1,block2,HisToGene
4802,IFI6,0.0061083207607658,IFI6,block2,HisToGene
4803,PSMB2,0.1920307037663116,PSMB2,block2,HisToGene
4804,GNL2,0.1998515080536552,GNL2,block2,HisToGene
4805,SF3A3,0.2066241980108276,SF3A3,block2,HisToGene
4806,UTP11,0.1637367527305523,UTP11,block2,HisToGene
4807,AKIRIN1,0.0105274118971269,AKIRIN1,block2,HisToGene
4808,MFSD2A,0.0516937870084926,MFSD2A,block2,HisToGene
4809,CAP1,0.1046291365636929,CAP1,block2,HisToGene
4810,CTPS1,0.1850522491751507,CTPS1,block2,HisToGene
4811,PPCS,0.2652008413694376,PPCS,block2,HisToGene
4812,PPIH,0.1769488995387345,PPIH,block2,HisToGene
4813,YBX1,0.1693557341268981,YBX1,block2,HisToGene
4814,EBNA1BP2,0.2653442776088853,EBNA1BP2,block2,HisToGene
4815,CDC20,0.1841326302063869,CDC20,block2,HisToGene
4816,PTPRF,0.2595704654787494,PTPRF,block2,HisToGene
4817,KDM4A,0.1146511797829985,KDM4A,block2,HisToGene
4818,EIF2B3,0.145684463219004,EIF2B3,block2,HisToGene
4819,NASP,0.1972680690335331,NASP,block2,HisToGene
4820,GPBP1L1,0.2233262032268031,GPBP1L1,block2,HisToGene
4821,TSPAN1,0.1360423116697113,TSPAN1,block2,HisToGene
4822,RAD54L,0.1323233551304668,RAD54L,block2,HisToGene
4823,LRRC41,0.1716670992242124,LRRC41,block2,HisToGene
4824,CMPK1,-0.0809794907469305,CMPK1,block2,HisToGene
4825,RNF11,-0.1014894294438565,RNF11,block2,HisToGene
4826,TTC39A,0.2517048754738304,TTC39A,block2,HisToGene
4827,TXNDC12,-0.0293783215586074,TXNDC12,block2,HisToGene
4828,PRPF38A,0.1670043615226563,PRPF38A,block2,HisToGene
4829,SCP2,0.2123831235613547,SCP2,block2,HisToGene
4830,NDC1,0.1441677369976405,NDC1,block2,HisToGene
4831,HSPB11,0.264105788645647,HSPB11,block2,HisToGene
4832,TMEM59,0.2305275030752801,TMEM59,block2,HisToGene
4833,SSBP3,0.0867493131130882,SSBP3,block2,HisToGene
4834,TACSTD2,0.1364514223780798,TACSTD2,block2,HisToGene
4835,MYSM1,0.1018539797537441,MYSM1,block2,HisToGene
4836,TM2D1,0.1886894193974918,TM2D1,block2,HisToGene
4837,PATJ,-0.1415718327502735,PATJ,block2,HisToGene
4838,USP1,0.1549995700687119,USP1,block2,HisToGene
4839,JAK1,0.0794191991386651,JAK1,block2,HisToGene
4840,LEPROT,0.0681110022891027,LEPROT,block2,HisToGene
4841,GNG12,0.0669357393664534,GNG12,block2,HisToGene
4842,SRSF11,-0.0374018952228758,SRSF11,block2,HisToGene
4843,USP33,0.1237123262220744,USP33,block2,HisToGene
4844,IFI44L,-0.0462816070075439,IFI44L,block2,HisToGene
4845,IFI44,-0.120466441508415,IFI44,block2,HisToGene
4846,GNG5,0.2510562625727818,GNG5,block2,HisToGene
4847,LMO4,-0.0264408067517646,LMO4,block2,HisToGene
4848,GTF2B,0.1550527214019001,GTF2B,block2,HisToGene
4849,GBP1,0.0130639490830112,GBP1,block2,HisToGene
4850,GBP2,0.0372300078208447,GBP2,block2,HisToGene
4851,GBP5,0.0212299774349351,GBP5,block2,HisToGene
4852,LRRC8B,0.0663385413911825,LRRC8B,block2,HisToGene
4853,LRRC8D,0.1363405812520826,LRRC8D,block2,HisToGene
4854,CDC7,0.0659455297667946,CDC7,block2,HisToGene
4855,GLMN,-0.0076618354567947,GLMN,block2,HisToGene
4856,MTF2,0.1323285856702223,MTF2,block2,HisToGene
4857,TMED5,0.164446055672248,TMED5,block2,HisToGene
4858,CCDC18,0.0530334418163715,CCDC18,block2,HisToGene
4859,DR1,0.0589466010802766,DR1,block2,HisToGene
4860,FNBP1L,0.240650262817124,FNBP1L,block2,HisToGene
4861,BCAR3,0.1031644824871941,BCAR3,block2,HisToGene
4862,DNTTIP2,0.1949499862736273,DNTTIP2,block2,HisToGene
4863,GCLM,0.0949556417917492,GCLM,block2,HisToGene
4864,ARHGAP29,0.0936569970231362,ARHGAP29,block2,HisToGene
4865,ABCD3,0.2020844293892671,ABCD3,block2,HisToGene
4866,CNN3,-0.0152168698360193,CNN3,block2,HisToGene
4867,ALG14,0.1398715394491743,ALG14,block2,HisToGene
4868,SNX7,0.1228008492945767,SNX7,block2,HisToGene
4869,VCAM1,-0.0037568591482244,VCAM1,block2,HisToGene
4870,PSMA5,0.0862137727296499,PSMA5,block2,HisToGene
4871,GSTM3,0.2304321674766829,GSTM3,block2,HisToGene
4872,CD53,0.0125748834794476,CD53,block2,HisToGene
4873,WDR3,0.1251325464236272,WDR3,block2,HisToGene
4874,PHGDH,-0.0451545819846933,PHGDH,block2,HisToGene
4875,CTSS,0.0752165122466027,CTSS,block2,HisToGene
4876,CTSK,0.053406294118512,CTSK,block2,HisToGene
4877,SCNM1,0.2423704826647559,SCNM1,block2,HisToGene
4878,S100A8,0.057704280311264,S100A8,block2,HisToGene
4879,S100A14,0.170012693258135,S100A14,block2,HisToGene
4880,S100A1,0.0944980956916282,S100A1,block2,HisToGene
4881,CREB3L4,0.2886243824212856,CREB3L4,block2,HisToGene
4882,EFNA3,0.1794384884142384,EFNA3,block2,HisToGene
4883,RIT1,0.0816533612843243,RIT1,block2,HisToGene
4884,CRABP2,0.0592757742211416,CRABP2,block2,HisToGene
4885,IFI16,0.0391581945321823,IFI16,block2,HisToGene
4886,USF1,0.0202996285866246,USF1,block2,HisToGene
4887,OLFML2B,0.0750711408034965,OLFML2B,block2,HisToGene
4888,MPC2,0.2451073823651345,MPC2,block2,HisToGene
4889,ATP1B1,-0.0045023936903011,ATP1B1,block2,HisToGene
4890,RABGAP1L,0.0188304961549327,RABGAP1L,block2,HisToGene
4891,XPR1,0.0499898337847431,XPR1,block2,HisToGene
4892,LAMC1,0.0678055105101397,LAMC1,block2,HisToGene
4893,C1orf21,0.0343812546624475,C1orf21,block2,HisToGene
4894,TPR,0.1687349004186972,TPR,block2,HisToGene
4895,PTPRC,0.0546869661799912,PTPRC,block2,HisToGene
4896,UBE2T,0.2643587077696894,UBE2T,block2,HisToGene
4897,NUCKS1,0.2705346160153432,NUCKS1,block2,HisToGene
4898,ATF3,-0.0281723614119483,ATF3,block2,HisToGene
4899,CENPF,0.2461165437808837,CENPF,block2,HisToGene
4900,KCTD3,0.2918467724181882,KCTD3,block2,HisToGene
4901,LYPLAL1,0.2596287291864291,LYPLAL1,block2,HisToGene
4902,IARS2,0.28419255387272,IARS2,block2,HisToGene
4903,CNIH4,0.2987906323520872,CNIH4,block2,HisToGene
4904,NUP133,0.2349216519252544,NUP133,block2,HisToGene
4905,ARID4B,0.2120387751535568,ARID4B,block2,HisToGene
4906,CHML,0.1619150531945045,CHML,block2,HisToGene
4907,SCCPDH,0.2489726477830583,SCCPDH,block2,HisToGene
4908,GATA3,0.2835379428601609,GATA3,block2,HisToGene
4909,FAM107B,0.2104425785843465,FAM107B,block2,HisToGene
4910,HSPA14,0.1217997667323246,HSPA14,block2,HisToGene
4911,NEBL,0.2558608793595039,NEBL,block2,HisToGene
4912,BAMBI,0.0523731626451079,BAMBI,block2,HisToGene
4913,ARHGAP12,0.1882880066845228,ARHGAP12,block2,HisToGene
4914,DKK1,0.0172558465719193,DKK1,block2,HisToGene
4915,ZWINT,0.2302037636204117,ZWINT,block2,HisToGene
4916,ANK3,0.1054043802360008,ANK3,block2,HisToGene
4917,CDK1,0.2219196694074715,CDK1,block2,HisToGene
4918,HERC4,0.1384901962738639,HERC4,block2,HisToGene
4919,SRGN,0.0304768467115272,SRGN,block2,HisToGene
4920,H2AFY2,0.1604258291316734,H2AFY2,block2,HisToGene
4921,ADK,0.16659141521088,ADK,block2,HisToGene
4922,DLG5,0.2482871337194989,DLG5,block2,HisToGene
4923,PLAC9,0.1143205044136827,PLAC9,block2,HisToGene
4924,GHITM,0.2522259428006065,GHITM,block2,HisToGene
4925,SNCG,0.0354188832799653,SNCG,block2,HisToGene
4926,ADIRF,-0.1209783059875455,ADIRF,block2,HisToGene
4927,IFIT3,-0.0839042756482713,IFIT3,block2,HisToGene
4928,FRA10AC1,0.1503916776467475,FRA10AC1,block2,HisToGene
4929,EXOSC1,0.2490008056322669,EXOSC1,block2,HisToGene
4930,SCD,0.2577309529143157,SCD,block2,HisToGene
4931,ARL3,0.2470344727889648,ARL3,block2,HisToGene
4932,ADD3,0.0254247820684485,ADD3,block2,HisToGene
4933,FAM204A,0.2470602051757896,FAM204A,block2,HisToGene
4934,NSMCE4A,0.1907481439588098,NSMCE4A,block2,HisToGene
4935,OAT,0.0243219069481524,OAT,block2,HisToGene
4936,GLRX3,0.2378259546420172,GLRX3,block2,HisToGene
4937,IFITM2,-0.0440546281248346,IFITM2,block2,HisToGene
4938,TRIM22,-0.0590699607287499,TRIM22,block2,HisToGene
4939,DKK3,0.0224416806090534,DKK3,block2,HisToGene
4940,SAA1,0.1569008572517204,SAA1,block2,HisToGene
4941,TSG101,0.2712134793726912,TSG101,block2,HisToGene
4942,SVIP,0.1832750669923969,SVIP,block2,HisToGene
4943,CAPRIN1,0.2083780837915182,CAPRIN1,block2,HisToGene
4944,API5,0.2303032264986791,API5,block2,HisToGene
4945,MTCH2,0.2433736318227257,MTCH2,block2,HisToGene
4946,UBE2L6,0.0545207533352775,UBE2L6,block2,HisToGene
4947,MPEG1,0.0215521831201497,MPEG1,block2,HisToGene
4948,MS4A7,0.0890010235538755,MS4A7,block2,HisToGene
4949,TMEM258,0.2276734855068314,TMEM258,block2,HisToGene
4950,CST6,0.0382020429179466,CST6,block2,HisToGene
4951,ALDH3B2,0.2159291944001038,ALDH3B2,block2,HisToGene
4952,TESMIN,0.1991610705896415,TESMIN,block2,HisToGene
4953,CCND1,0.2333714813835646,CCND1,block2,HisToGene
4954,ANO1,0.2861673635504881,ANO1,block2,HisToGene
4955,FADD,0.2836820316946671,FADD,block2,HisToGene
4956,CTTN,0.301714656659919,CTTN,block2,HisToGene
4957,PRSS23,0.0571239101149935,PRSS23,block2,HisToGene
4958,BIRC3,0.0106509663588964,BIRC3,block2,HisToGene
4959,MMP1,0.0727912099048538,MMP1,block2,HisToGene
4960,CASP4,-0.0205154827732427,CASP4,block2,HisToGene
4961,CD3D,0.0255652211539565,CD3D,block2,HisToGene
4962,THYN1,0.0783993787790812,THYN1,block2,HisToGene
4963,SCNN1A,0.1439225740790148,SCNN1A,block2,HisToGene
4964,MAGOHB,0.2412086494792679,MAGOHB,block2,HisToGene
4965,GPRC5A,0.1454764711431315,GPRC5A,block2,HisToGene
4966,MGP,-0.2566199064992202,MGP,block2,HisToGene
4967,C12orf60,0.0869545053033271,C12orf60,block2,HisToGene
4968,ITPR2,-0.009051488822922,ITPR2,block2,HisToGene
4969,ZCRB1,0.2640328495904287,ZCRB1,block2,HisToGene
4970,FAIM2,0.1006288356984182,FAIM2,block2,HisToGene
4971,NR4A1,0.1437502601413081,NR4A1,block2,HisToGene
4972,KRT81,0.0248134153391218,KRT81,block2,HisToGene
4973,PPP1R1A,-0.0018535534700754,PPP1R1A,block2,HisToGene
4974,MUCL1,-0.0483295799498694,MUCL1,block2,HisToGene
4975,NUP107,0.2256768731622536,NUP107,block2,HisToGene
4976,LYZ,0.2225328978702148,LYZ,block2,HisToGene
4977,DUSP6,0.005106858901688,DUSP6,block2,HisToGene
4978,ATP2B1,0.1068961736443674,ATP2B1,block2,HisToGene
4979,LUM,0.1759263627103544,LUM,block2,HisToGene
4980,DCN,0.1595616546104345,DCN,block2,HisToGene
4981,EEA1,0.0994800588459865,EEA1,block2,HisToGene
4982,NTN4,-0.0078714267445993,NTN4,block2,HisToGene
4983,TMPO,0.2387280080776388,TMPO,block2,HisToGene
4984,ARL1,0.2460356777255792,ARL1,block2,HisToGene
4985,CHPT1,0.1470931950867921,CHPT1,block2,HisToGene
4986,SYCP3,-0.0027403161533682,SYCP3,block2,HisToGene
4987,PWP1,0.239127836556813,PWP1,block2,HisToGene
4988,TCTN1,0.219755326083418,TCTN1,block2,HisToGene
4989,MAPKAPK5,0.2204802517745598,MAPKAPK5,block2,HisToGene
4990,OAS1,-0.0916921887090464,OAS1,block2,HisToGene
4991,OAS2,-0.1082178584757069,OAS2,block2,HisToGene
4992,TBX3,0.2456867310270712,TBX3,block2,HisToGene
4993,OASL,-0.0490874098058407,OASL,block2,HisToGene
4994,ZNF664,0.3076375960986516,ZNF664,block2,HisToGene
4995,ZNF84,0.1653340488132078,ZNF84,block2,HisToGene
4996,PSPC1,0.1958444958421002,PSPC1,block2,HisToGene
4997,HMGB1,0.2036107798452754,HMGB1,block2,HisToGene
4998,DCLK1,0.0363008087560943,DCLK1,block2,HisToGene
4999,DNAJC15,0.2570519766991749,DNAJC15,block2,HisToGene
5000,RNASEH2B,0.2172062797660483,RNASEH2B,block2,HisToGene
5001,COMMD6,0.2777209032280177,COMMD6,block2,HisToGene
5002,FARP1,0.1812891492635514,FARP1,block2,HisToGene
5003,MCF2L,0.1685952936332872,MCF2L,block2,HisToGene
5004,NGDN,0.2065467018188091,NGDN,block2,HisToGene
5005,RABGGTA,0.1264436777218872,RABGGTA,block2,HisToGene
5006,SCFD1,0.2452513455201833,SCFD1,block2,HisToGene
5007,BAZ1A,0.197791475573525,BAZ1A,block2,HisToGene
5008,KLHDC2,0.2756458895426099,KLHDC2,block2,HisToGene
5009,PSMA3,0.2684456788935565,PSMA3,block2,HisToGene
5010,PCNX4,0.1482393415887776,PCNX4,block2,HisToGene
5011,DHRS7,0.257426716952276,DHRS7,block2,HisToGene
5012,MTHFD1,0.2451111557940972,MTHFD1,block2,HisToGene
5013,FUT8,0.1911308310509594,FUT8,block2,HisToGene
5014,COQ6,0.1712391501396371,COQ6,block2,HisToGene
5015,FOS,0.0891992219390784,FOS,block2,HisToGene
5016,ZC3H14,0.2123564698002822,ZC3H14,block2,HisToGene
5017,UBR7,0.1997577708901595,UBR7,block2,HisToGene
5018,IFI27L2,0.0519192269362948,IFI27L2,block2,HisToGene
5019,IGHG4,0.2824568578194509,IGHG4,block2,HisToGene
5020,APBA2,0.0221213288380253,APBA2,block2,HisToGene
5021,EMC4,0.2179301440555272,EMC4,block2,HisToGene
5022,NUSAP1,0.2571526552162177,NUSAP1,block2,HisToGene
5023,TUBGCP4,0.1386721986088193,TUBGCP4,block2,HisToGene
5024,TP53BP1,0.197076135528341,TP53BP1,block2,HisToGene
5025,SPG11,0.1738293773622894,SPG11,block2,HisToGene
5026,MYEF2,0.2002144872010286,MYEF2,block2,HisToGene
5027,TMOD3,0.1629129761913177,TMOD3,block2,HisToGene
5028,LEO1,0.2256742598043298,LEO1,block2,HisToGene
5029,MYO5C,0.204177654804322,MYO5C,block2,HisToGene
5030,ARPP19,0.1912859998396296,ARPP19,block2,HisToGene
5031,ADAM10,0.1673162020333032,ADAM10,block2,HisToGene
5032,CCNB2,0.2033688002845901,CCNB2,block2,HisToGene
5033,GTF2A2,0.2590794114772821,GTF2A2,block2,HisToGene
5034,VPS13C,-0.0129918901198377,VPS13C,block2,HisToGene
5035,C2CD4A,0.0333816243636794,C2CD4A,block2,HisToGene
5036,TPM1,-0.0606512920985634,TPM1,block2,HisToGene
5037,CILP,0.0121867388461091,CILP,block2,HisToGene
5038,ITGA11,0.0586538832084646,ITGA11,block2,HisToGene
5039,UACA,0.0574709831114953,UACA,block2,HisToGene
5040,RCN2,0.1898812770192277,RCN2,block2,HisToGene
5041,PSTPIP1,0.0912441131009155,PSTPIP1,block2,HisToGene
5042,LINGO1,0.1058976387684909,LINGO1,block2,HisToGene
5043,ISG20,-0.0250794018401773,ISG20,block2,HisToGene
5044,PRC1,0.185533123102061,PRC1,block2,HisToGene
5045,SNRPA1,0.2398307176354391,SNRPA1,block2,HisToGene
5046,SBK1,0.092714154859265,SBK1,block2,HisToGene
5047,MT1G,0.2613317328702553,MT1G,block2,HisToGene
5048,NUP93,0.1775030498374505,NUP93,block2,HisToGene
5049,CX3CL1,0.056883662903747,CX3CL1,block2,HisToGene
5050,CMTM3,0.0067410438088429,CMTM3,block2,HisToGene
5051,CBFB,0.1683906914097626,CBFB,block2,HisToGene
5052,PRMT7,0.1581825033986394,PRMT7,block2,HisToGene
5053,CDH1,0.2786101657270037,CDH1,block2,HisToGene
5054,ZFHX3,0.1478004914837872,ZFHX3,block2,HisToGene
5055,CFDP1,0.2565191640959188,CFDP1,block2,HisToGene
5056,TERF2IP,0.2343137257287616,TERF2IP,block2,HisToGene
5057,ITGAE,0.2427092315471047,ITGAE,block2,HisToGene
5058,ALOX15B,0.0060408444635679,ALOX15B,block2,HisToGene
5059,TRPV2,0.0561535920598527,TRPV2,block2,HisToGene
5060,B9D1,0.0942688499952636,B9D1,block2,HisToGene
5061,UNC119,0.1897750922379046,UNC119,block2,HisToGene
5062,PIGS,0.2004617412117437,PIGS,block2,HisToGene
5063,SPAG5,0.2147513473321595,SPAG5,block2,HisToGene
5064,KIAA0100,0.0603937304275199,KIAA0100,block2,HisToGene
5065,SDF2,0.2255589711308618,SDF2,block2,HisToGene
5066,SUPT6H,0.0319815908423413,SUPT6H,block2,HisToGene
5067,TRAF4,0.1466817440014233,TRAF4,block2,HisToGene
5068,CPD,0.2061175088327372,CPD,block2,HisToGene
5069,GOSR1,-0.1117807012510827,GOSR1,block2,HisToGene
5070,RNF135,0.2330436358200787,RNF135,block2,HisToGene
5071,CCL2,0.0810576813416027,CCL2,block2,HisToGene
5072,SLFN5,0.0441666720792891,SLFN5,block2,HisToGene
5073,AP2B1,0.2345845067904065,AP2B1,block2,HisToGene
